Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:19,08-06-2026 21:45:21,"1,969s",PASSED
"navigateToUrl(base + ""product?sort=nome"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:21,08-06-2026 21:45:21,"0,359s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:45:21,08-06-2026 21:45:22,"0,681s",PASSED
"verifyTextPresent(""SCOPRI I NOSTRI PRODOTTI"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:45:22,08-06-2026 21:45:22,"0,282s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:45:22,08-06-2026 21:45:23,"0,427s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.2_2,Chrome 148.0.7778.179,"Ordinare il catalogo per prezzo
Navigazione URL + verifica ordine",,08-06-2026 21:45:23,08-06-2026 21:45:27,"4,383s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:45:23,08-06-2026 21:45:23,"0,112s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:45:23,08-06-2026 21:45:24,"0,979s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:24,08-06-2026 21:45:26,"1,736s",PASSED
"navigateToUrl(base + ""product?sort=prezzoAttuale"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:26,08-06-2026 21:45:26,"0,117s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:45:26,08-06-2026 21:45:27,"0,775s",PASSED
"verifyTextPresent(""SCOPRI I NOSTRI PRODOTTI"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:45:27,08-06-2026 21:45:27,"0,322s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:45:27,08-06-2026 21:45:27,"0,293s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.2_3,Chrome 148.0.7778.179,"Visualizzare il catalogo senza parametro di ordinamento
Navigazione URL + verifica ordine",,08-06-2026 21:45:27,08-06-2026 21:45:31,"4,043s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:45:27,08-06-2026 21:45:27,"0,099s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:45:27,08-06-2026 21:45:28,"1,013s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:28,08-06-2026 21:45:30,"1,385s",PASSED
"navigateToUrl(base + ""product"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:30,08-06-2026 21:45:30,"0,103s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:45:30,08-06-2026 21:45:31,"0,815s",PASSED
"verifyTextPresent(""SCOPRI I NOSTRI PRODOTTI"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:45:31,08-06-2026 21:45:31,"0,273s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:45:31,08-06-2026 21:45:31,"0,312s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.2_4,Chrome 148.0.7778.179,Ordinamento del catalogo con colonna inesistente (errore gestito atteso; incident reale),Catalogo - ordinamento - caso di errore,08-06-2026 21:45:54,08-06-2026 21:46:02,"8,070s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:45:54,08-06-2026 21:45:54,"0,119s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:45:54,08-06-2026 21:45:55,"1,120s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:55,08-06-2026 21:45:57,"1,349s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:45:57,08-06-2026 21:45:59,"2,005s",PASSED
"navigateToUrl(base + ""product?sort=colonna_inesistente"")",Chrome 148.0.7778.179,,,08-06-2026 21:45:59,08-06-2026 21:45:59,"0,206s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:45:59,08-06-2026 21:46:01,"2,016s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:46:01,08-06-2026 21:46:02,"0,613s",PASSED
"verifyTextPresent(""errore"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,08-06-2026 21:46:02,08-06-2026 21:46:02,"0,337s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:46:02,08-06-2026 21:46:02,"0,294s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.2_5,Chrome 148.0.7778.179,"Verificare la sanificazione del parametro di ordinamento (SQL injection)
Navigazione URL + verifica (atteso vulnerabilità → incident)",,08-06-2026 21:46:27,08-06-2026 21:46:34,"7,760s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:46:27,08-06-2026 21:46:27,"0,097s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:46:27,08-06-2026 21:46:28,"0,995s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:46:28,08-06-2026 21:46:29,"1,391s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:46:29,08-06-2026 21:46:31,"2,008s",PASSED
"navigateToUrl(base + ""product?sort=nome;--"")",Chrome 148.0.7778.179,,,08-06-2026 21:46:31,08-06-2026 21:46:31,"0,111s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:46:31,08-06-2026 21:46:33,"2,003s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:46:33,08-06-2026 21:46:34,"0,586s",PASSED
"verifyTextPresent(""errore"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,08-06-2026 21:46:34,08-06-2026 21:46:34,"0,316s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:46:34,08-06-2026 21:46:34,"0,241s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.3_1,Chrome 148.0.7778.179,"Dettaglio prodotto id 2 (kiwi)
Click prodotto / URL + verifica nome+prezzo",,08-06-2026 21:46:34,08-06-2026 21:46:39,"4,802s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:46:34,08-06-2026 21:46:34,"0,104s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:46:34,08-06-2026 21:46:36,"1,047s",PASSED
"navigateToUrl(base + ""details?action=read&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:46:36,08-06-2026 21:46:37,"1,083s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:46:37,08-06-2026 21:46:38,"1,743s",PASSED
"verifyTextPresent(""(?i)kiwi"", true)",Chrome 148.0.7778.179,,,08-06-2026 21:46:38,08-06-2026 21:46:39,"0,281s",PASSED
"verifyTextPresent(""79.99"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:46:39,08-06-2026 21:46:39,"0,272s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:46:39,08-06-2026 21:46:39,"0,226s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.3_2,Chrome 148.0.7778.179,"Dettaglio id inesistente (999)	
URL + verifica (atteso robustezza → incident)",,08-06-2026 21:46:54,08-06-2026 21:47:00,"5,401s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:46:54,08-06-2026 21:46:55,"0,094s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:46:55,08-06-2026 21:46:56,"1,025s",PASSED
"navigateToUrl(base + ""details?action=read&id=999"")",Chrome 148.0.7778.179,,,08-06-2026 21:46:56,08-06-2026 21:46:57,"1,393s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:46:57,08-06-2026 21:46:59,"2,015s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:46:59,08-06-2026 21:46:59,"0,331s",PASSED
"verifyTextPresent(""Prodotto non trovato"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,08-06-2026 21:46:59,08-06-2026 21:47:00,"0,306s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:47:00,08-06-2026 21:47:00,"0,223s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.3_3,Chrome 148.0.7778.179,"Dettaglio id non numerico (abc)	
URL + verifica errore 500 (incident)",,08-06-2026 21:47:15,08-06-2026 21:47:19,"4,122s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:47:15,08-06-2026 21:47:15,"0,104s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:47:15,08-06-2026 21:47:16,"1,033s",PASSED
"navigateToUrl(base + ""details?action=read&id=abc"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:16,08-06-2026 21:47:16,"0,079s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:47:16,08-06-2026 21:47:18,"2,013s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:47:18,08-06-2026 21:47:18,"0,296s",PASSED
"verifyTextNotPresent(""Errore del Server"", false, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,08-06-2026 21:47:18,08-06-2026 21:47:19,"0,293s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:47:19,08-06-2026 21:47:19,"0,294s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.4_1,Chrome 148.0.7778.179,"Ricercare un prodotto per nome esatto
Digita nel campo ricerca + verifica dropdown",,08-06-2026 21:47:19,08-06-2026 21:47:25,"6,559s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:47:19,08-06-2026 21:47:19,"0,105s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:47:19,08-06-2026 21:47:20,"1,003s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:20,08-06-2026 21:47:21,"1,359s",PASSED
"setText(css(""#searchInput""), ""kiwi"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:21,08-06-2026 21:47:21,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:47:21,08-06-2026 21:47:21,"0,013s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:47:21,08-06-2026 21:47:21,"0,012s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:47:21,08-06-2026 21:47:22,"0,861s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:47:22,08-06-2026 21:47:24,"2,007s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:47:24,08-06-2026 21:47:25,"0,590s",PASSED
"verifyTextPresent(""kiwi"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:47:25,08-06-2026 21:47:25,"0,304s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:47:25,08-06-2026 21:47:25,"0,241s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.4_2,Chrome 148.0.7778.179,"Ricercare un prodotto per corrispondenza parziale
Digita nel campo ricerca + verifica dropdown",,08-06-2026 21:47:25,08-06-2026 21:47:31,"5,617s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:47:25,08-06-2026 21:47:26,"0,099s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:47:26,08-06-2026 21:47:27,"1,071s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:27,08-06-2026 21:47:27,"0,401s",PASSED
"setText(css(""#searchInput""), ""voo"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:27,08-06-2026 21:47:27,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:47:27,08-06-2026 21:47:27,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:47:27,08-06-2026 21:47:27,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:47:27,08-06-2026 21:47:28,"0,773s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:47:28,08-06-2026 21:47:30,"2,009s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:47:30,08-06-2026 21:47:30,"0,582s",PASSED
"verifyTextPresent(""voopoo"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:47:30,08-06-2026 21:47:31,"0,310s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:47:31,08-06-2026 21:47:31,"0,307s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.4_3,Chrome 148.0.7778.179,"Ricerca senza corrispondenze
Digita nel campo ricerca + verifica dropdown",,08-06-2026 21:47:31,08-06-2026 21:47:39,"8,180s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:47:31,08-06-2026 21:47:31,"0,127s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:47:31,08-06-2026 21:47:32,"0,947s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:32,08-06-2026 21:47:35,"3,035s",PASSED
"setText(css(""#searchInput""), ""zzz"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:35,08-06-2026 21:47:35,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:47:35,08-06-2026 21:47:35,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:47:35,08-06-2026 21:47:35,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:47:35,08-06-2026 21:47:36,"0,879s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:47:36,08-06-2026 21:47:38,"2,013s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:47:38,08-06-2026 21:47:39,"0,572s",PASSED
"verifyTextPresent(""Nessun risultato trovato"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:47:39,08-06-2026 21:47:39,"0,306s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:47:39,08-06-2026 21:47:39,"0,227s",PASSED
,,,,,,,
Test Cases/Catalogo/TC_4.4_4,Chrome 148.0.7778.179,"Comportamento con campo di ricerca vuoto
Digita nel campo ricerca + verifica dropdown",,08-06-2026 21:47:39,08-06-2026 21:47:47,"7,363s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:47:39,08-06-2026 21:47:39,"0,100s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:47:39,08-06-2026 21:47:41,"1,068s",PASSED
"navigateToUrl(base + ""ProductView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:41,08-06-2026 21:47:42,"1,376s",PASSED
"setText(css(""#searchInput""), ""kiwi"")",Chrome 148.0.7778.179,,,08-06-2026 21:47:42,08-06-2026 21:47:42,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:47:42,08-06-2026 21:47:42,"0,003s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:47:42,08-06-2026 21:47:42,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:47:42,08-06-2026 21:47:43,"0,788s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:47:43,08-06-2026 21:47:44,"1,004s",PASSED
"setText(css(""#searchInput""), """")",Chrome 148.0.7778.179,,,08-06-2026 21:47:44,08-06-2026 21:47:44,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:47:44,08-06-2026 21:47:44,"0,000s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:47:44,08-06-2026 21:47:44,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:47:44,08-06-2026 21:47:44,"0,751s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:47:44,08-06-2026 21:47:45,"1,006s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:47:45,08-06-2026 21:47:46,"0,622s",PASSED
"verifyTextNotPresent(""Nessun risultato trovato"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:47:46,08-06-2026 21:47:46,"0,304s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:47:46,08-06-2026 21:47:47,"0,274s",PASSED
