Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"for ([i = 0, i < 6, (i++)])",Chrome 148.0.7778.179,,,03-06-2026 15:08:04,03-06-2026 15:08:05,"0,778s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:05,03-06-2026 15:08:05,"0,027s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,03-06-2026 15:08:05,03-06-2026 15:08:05,"0,511s",PASSED
"verifyTextPresent(""voopoo"", false)",Chrome 148.0.7778.179,,,03-06-2026 15:08:05,03-06-2026 15:08:05,"0,238s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,03-06-2026 15:08:05,03-06-2026 15:08:06,"0,130s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.2_4,Chrome 148.0.7778.179,"Aggiungere al carrello un id inesistente
URL cart?action=addC&id=.. + verifica",,03-06-2026 15:08:06,03-06-2026 15:08:09,"3,120s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,03-06-2026 15:08:06,03-06-2026 15:08:06,"0,877s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=999"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:06,03-06-2026 15:08:08,"1,399s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:08,03-06-2026 15:08:08,"0,106s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,03-06-2026 15:08:08,03-06-2026 15:08:09,"0,519s",PASSED
"markWarning(""Robustezza: verificare se e' stato aggiunto un prodotto \""vuoto\"" (bean di default) al carrello."")",Chrome 148.0.7778.179,,,03-06-2026 15:08:09,03-06-2026 15:08:09,"0,004s",WARNING
closeBrowser(),Chrome 148.0.7778.179,,,03-06-2026 15:08:09,03-06-2026 15:08:09,"0,182s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.3_1,Chrome 148.0.7778.179,"Rimuovere dal carrello un prodotto presente
URL cart?action=deleteC&id=.. + verifica",,03-06-2026 15:08:09,03-06-2026 15:08:19,"10,507s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,03-06-2026 15:08:09,03-06-2026 15:08:10,"0,784s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:10,03-06-2026 15:08:18,"8,698s",PASSED
"navigateToUrl(base + ""cart?action=deleteC&id=2"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:18,03-06-2026 15:08:18,"0,034s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:18,03-06-2026 15:08:18,"0,023s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,03-06-2026 15:08:18,03-06-2026 15:08:19,"0,496s",PASSED
"verifyTextNotPresent(""kiwi"", false)",Chrome 148.0.7778.179,,,03-06-2026 15:08:19,03-06-2026 15:08:19,"0,278s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,03-06-2026 15:08:19,03-06-2026 15:08:19,"0,171s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.3_2,Chrome 148.0.7778.179,"Rimuovere un prodotto non presente nel carrello
URL cart?action=deleteC&id=.. + verifica",,03-06-2026 15:08:19,03-06-2026 15:08:22,"2,498s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,03-06-2026 15:08:19,03-06-2026 15:08:20,"0,780s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:20,03-06-2026 15:08:21,"0,644s",PASSED
"navigateToUrl(base + ""cart?action=deleteC&id=3"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:21,03-06-2026 15:08:21,"0,096s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:21,03-06-2026 15:08:21,"0,029s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,03-06-2026 15:08:21,03-06-2026 15:08:21,"0,540s",PASSED
"verifyTextPresent(""kiwi"", false)",Chrome 148.0.7778.179,,,03-06-2026 15:08:21,03-06-2026 15:08:22,"0,254s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,03-06-2026 15:08:22,03-06-2026 15:08:22,"0,125s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.4_1,Chrome 148.0.7778.179,"Aggiorna quantità a valore valido	
Form carrello: imposta qty + ""Aggiorna""",,03-06-2026 15:08:22,03-06-2026 15:08:25,"2,911s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,03-06-2026 15:08:22,03-06-2026 15:08:23,"1,050s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:23,03-06-2026 15:08:24,"0,856s",PASSED
"navigateToUrl(base + ""cart?action=aggiorna&id=2&quantita=3"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:24,03-06-2026 15:08:24,"0,033s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,03-06-2026 15:08:24,03-06-2026 15:08:24,"0,026s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,03-06-2026 15:08:24,03-06-2026 15:08:24,"0,497s",PASSED
"verifyTextPresent(""239.97"", false)",Chrome 148.0.7778.179,,,03-06-2026 15:08:24,03-06-2026 15:08:24,"0,256s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,03-06-2026 15:08:24,03-06-2026 15:08:25,"0,142s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.4_2,Chrome 148.0.7778.179,"Rifiuto con quantità inferiore a 1
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,026s",PASSED
"markWarning(""Caso manuale: nel carrello impostare quantita=0 e cliccare Aggiorna. Atteso: il browser blocca l'invio (min=1)."")",Chrome 148.0.7778.179,,,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,001s",WARNING
,,,,,,,
Test Cases/Carrello/TC_5.4_3,Chrome 148.0.7778.179,"Rifiuto con quantità oltre la disponibilità
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,024s",PASSED
"markWarning(""Caso manuale: nel carrello impostare quantita=30 (stock 25) e cliccare Aggiorna. Atteso: il browser blocca l'invio (max=25). Robustezza: il server non valida la disponibilita'."")",Chrome 148.0.7778.179,,,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,001s",WARNING
,,,,,,,
Test Cases/Carrello/TC_5.4_4,Chrome 148.0.7778.179,"Rifiuto con quantità non compilata
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,026s",PASSED
"markWarning(""Caso manuale: nel carrello svuotare il campo quantita e cliccare Aggiorna. Atteso: il browser blocca l'invio (required)."")",Chrome 148.0.7778.179,,,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,001s",WARNING
,,,,,,,
Test Cases/Carrello/TC_5.4_5,Chrome 148.0.7778.179,"Rifiuto con quantità non numerica
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,022s",PASSED
"markWarning(""Caso manuale: nel carrello inserire quantita=abc e cliccare Aggiorna. Atteso: il browser blocca l'invio (type=number)."")",Chrome 148.0.7778.179,,,03-06-2026 15:08:25,03-06-2026 15:08:25,"0,001s",WARNING
