Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Carrello/TC_5.2_3,Chrome 148.0.7778.179,"Aggiungere un prodotto già presente alla quantità massima disponibile
URL cart?action=addC&id=.. + verifica",,08-06-2026 21:27:00,08-06-2026 21:27:05,"4,357s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:27:00,08-06-2026 21:27:00,"0,114s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:27:01,08-06-2026 21:27:02,"1,200s",PASSED
"for ([i = 0, i < 6, (i++)])",Chrome 148.0.7778.179,,,08-06-2026 21:27:02,08-06-2026 21:27:04,"1,814s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:04,08-06-2026 21:27:04,"0,055s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:27:04,08-06-2026 21:27:04,"0,564s",PASSED
"verifyTextPresent(""voopoo"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:27:04,08-06-2026 21:27:04,"0,308s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:27:04,08-06-2026 21:27:05,"0,235s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.2_4,Chrome 148.0.7778.179,"Aggiungere al carrello un id inesistente
URL cart?action=addC&id=.. + verifica",,08-06-2026 21:27:28,08-06-2026 21:27:36,"8,059s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:27:28,08-06-2026 21:27:29,"0,119s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:27:29,08-06-2026 21:27:30,"1,209s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=999"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:30,08-06-2026 21:27:31,"1,337s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:27:31,08-06-2026 21:27:33,"2,005s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:27:33,08-06-2026 21:27:34,"0,456s",PASSED
"verifyElementNotPresent(css("".box""), 2, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,08-06-2026 21:27:34,08-06-2026 21:27:34,"0,000s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:27:34,08-06-2026 21:27:34,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:27:34,08-06-2026 21:27:34,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:27:34,08-06-2026 21:27:36,"2,691s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:27:36,08-06-2026 21:27:36,"0,225s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.3_1,Chrome 148.0.7778.179,"Rimuovere dal carrello un prodotto presente
URL cart?action=deleteC&id=.. + verifica",,08-06-2026 21:27:36,08-06-2026 21:27:39,"2,787s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:27:36,08-06-2026 21:27:37,"0,101s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:27:37,08-06-2026 21:27:38,"1,040s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:38,08-06-2026 21:27:38,"0,406s",PASSED
"navigateToUrl(base + ""cart?action=deleteC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:38,08-06-2026 21:27:38,"0,055s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:38,08-06-2026 21:27:38,"0,048s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:27:38,08-06-2026 21:27:39,"0,514s",PASSED
"verifyTextNotPresent(""kiwi"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:27:39,08-06-2026 21:27:39,"0,312s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:27:39,08-06-2026 21:27:39,"0,270s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.3_2,Chrome 148.0.7778.179,"Rimuovere un prodotto non presente nel carrello
URL cart?action=deleteC&id=.. + verifica",,08-06-2026 21:27:39,08-06-2026 21:27:43,"3,689s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:27:39,08-06-2026 21:27:39,"0,108s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:27:39,08-06-2026 21:27:40,"1,011s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:40,08-06-2026 21:27:42,"1,397s",PASSED
"navigateToUrl(base + ""cart?action=deleteC&id=3"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:42,08-06-2026 21:27:42,"0,060s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:42,08-06-2026 21:27:42,"0,046s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:27:42,08-06-2026 21:27:42,"0,532s",PASSED
"verifyTextPresent(""kiwi"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:27:42,08-06-2026 21:27:43,"0,287s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:27:43,08-06-2026 21:27:43,"0,207s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.4_1,Chrome 148.0.7778.179,"Aggiorna quantità a valore valido	
Form carrello: imposta qty + ""Aggiorna""",,08-06-2026 21:27:43,08-06-2026 21:27:47,"3,763s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:27:43,08-06-2026 21:27:43,"0,107s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:27:43,08-06-2026 21:27:44,"0,984s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:44,08-06-2026 21:27:45,"1,390s",PASSED
"navigateToUrl(base + ""cart?action=aggiorna&id=2&quantita=3"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:45,08-06-2026 21:27:46,"0,054s",PASSED
"navigateToUrl(base + ""CartView.jsp"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:46,08-06-2026 21:27:46,"0,038s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:27:46,08-06-2026 21:27:46,"0,577s",PASSED
"verifyTextPresent(""239.97"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:27:46,08-06-2026 21:27:46,"0,290s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:27:46,08-06-2026 21:27:47,"0,284s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.4_2,Chrome 148.0.7778.179,"Rifiuto con quantità inferiore a 1
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,08-06-2026 21:27:47,08-06-2026 21:27:53,"6,396s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:27:47,08-06-2026 21:27:47,"0,105s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:27:47,08-06-2026 21:27:48,"1,242s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:27:48,08-06-2026 21:27:49,"0,425s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:27:49,08-06-2026 21:27:50,"1,015s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:27:50,08-06-2026 21:27:51,"1,007s",PASSED
"executeJavaScript(""document.querySelector('[name=\""quantita\""]').value = '0';"", null)",Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:51,"0,046s",PASSED
"valid = executeJavaScript(""return document.querySelector('[name=\""quantita\""]').checkValidity()"", null)",Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:51,"0,018s",PASSED
"verifyEqual(valid, false)",Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:51,"0,021s",PASSED
"click(css(""button.btn""))",Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:51,"0,002s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:51,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:51,"0,002s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:51,"0,437s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:27:51,08-06-2026 21:27:52,"1,014s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:27:52,08-06-2026 21:27:52,"0,351s",PASSED
"verifyTextPresent(""CARRELLO"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:27:52,08-06-2026 21:27:53,"0,277s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:27:53,08-06-2026 21:27:53,"0,356s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.4_3,Chrome 148.0.7778.179,"Rifiuto con quantità oltre la disponibilità
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,08-06-2026 21:28:10,08-06-2026 21:28:17,"6,176s",FAILED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:28:10,08-06-2026 21:28:11,"0,097s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:28:11,08-06-2026 21:28:12,"1,027s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:28:12,08-06-2026 21:28:13,"1,387s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:28:13,08-06-2026 21:28:14,"1,007s",PASSED
"navigateToUrl(base + ""cart?action=aggiorna&id=2&quantita=30"")",Chrome 148.0.7778.179,,,08-06-2026 21:28:14,08-06-2026 21:28:14,"0,060s",PASSED
delay(2),Chrome 148.0.7778.179,,,08-06-2026 21:28:14,08-06-2026 21:28:16,"2,005s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:28:16,08-06-2026 21:28:16,"0,350s",PASSED
"qta = executeJavaScript(""return document.querySelector('[name=\""quantita\""]').value"", null)",Chrome 148.0.7778.179,,,08-06-2026 21:28:16,08-06-2026 21:28:16,"0,012s",PASSED
"verifyEqual(Integer.parseInt(qta.toString()) <= 25, true, CONTINUE_ON_FAILURE)",Chrome 148.0.7778.179,,,08-06-2026 21:28:16,08-06-2026 21:28:16,"0,004s",FAILED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:28:16,08-06-2026 21:28:17,"0,215s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.4_4,Chrome 148.0.7778.179,"Rifiuto con quantità non compilata
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,08-06-2026 21:28:17,08-06-2026 21:28:23,"5,934s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:28:17,08-06-2026 21:28:17,"0,096s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:28:17,08-06-2026 21:28:18,"1,033s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:28:18,08-06-2026 21:28:18,"0,397s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:28:18,08-06-2026 21:28:19,"1,018s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:28:19,08-06-2026 21:28:20,"1,013s",PASSED
"executeJavaScript(""document.querySelector('[name=\""quantita\""]').value = '';"", null)",Chrome 148.0.7778.179,,,08-06-2026 21:28:20,08-06-2026 21:28:20,"0,011s",PASSED
"valid = executeJavaScript(""return document.querySelector('[name=\""quantita\""]').checkValidity()"", null)",Chrome 148.0.7778.179,,,08-06-2026 21:28:20,08-06-2026 21:28:20,"0,012s",PASSED
"verifyEqual(valid, false)",Chrome 148.0.7778.179,,,08-06-2026 21:28:20,08-06-2026 21:28:20,"0,004s",PASSED
"click(css(""button.btn""))",Chrome 148.0.7778.179,,,08-06-2026 21:28:20,08-06-2026 21:28:20,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:28:20,08-06-2026 21:28:20,"0,001s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:28:20,08-06-2026 21:28:20,"0,002s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:28:20,08-06-2026 21:28:21,"0,402s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:28:21,08-06-2026 21:28:22,"1,016s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:28:22,08-06-2026 21:28:22,"0,343s",PASSED
"verifyTextPresent(""CARRELLO"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:28:22,08-06-2026 21:28:22,"0,269s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:28:22,08-06-2026 21:28:23,"0,246s",PASSED
,,,,,,,
Test Cases/Carrello/TC_5.4_5,Chrome 148.0.7778.179,"Rifiuto con quantità non numerica
vincolo client-side HTML5 → verifica manuale (Katalon non intercetta bene il blocco nativo del browser); annotare l'esito",,08-06-2026 21:28:23,08-06-2026 21:28:30,"7,724s",PASSED
Start listener action : resetSeedBeforeTestCase,Chrome 148.0.7778.179,,,08-06-2026 21:28:23,08-06-2026 21:28:23,"0,108s",PASSED
"openBrowser("""")",Chrome 148.0.7778.179,,,08-06-2026 21:28:23,08-06-2026 21:28:24,"0,993s",PASSED
"navigateToUrl(base + ""cart?action=addC&id=2"")",Chrome 148.0.7778.179,,,08-06-2026 21:28:24,08-06-2026 21:28:26,"2,130s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:28:26,08-06-2026 21:28:27,"1,008s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:28:27,08-06-2026 21:28:28,"1,019s",PASSED
"executeJavaScript(""document.querySelector('[name=\""quantita\""]').value = 'abc';"", null)",Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:28,"0,019s",PASSED
"valid = executeJavaScript(""return document.querySelector('[name=\""quantita\""]').checkValidity()"", null)",Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:28,"0,013s",PASSED
"verifyEqual(valid, false)",Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:28,"0,003s",PASSED
"click(css(""button.btn""))",Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:28,"0,001s",PASSED
t = new com.kms.katalon.core.testobject.TestObject(sel),Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:28,"0,002s",PASSED
"t.addProperty(""css"", EQUALS, sel)",Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:28,"0,001s",PASSED
return t,Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:28,"0,377s",PASSED
delay(1),Chrome 148.0.7778.179,,,08-06-2026 21:28:28,08-06-2026 21:28:29,"1,018s",PASSED
takeScreenshot(),Chrome 148.0.7778.179,,,08-06-2026 21:28:29,08-06-2026 21:28:30,"0,358s",PASSED
"verifyTextPresent(""CARRELLO"", false)",Chrome 148.0.7778.179,,,08-06-2026 21:28:30,08-06-2026 21:28:30,"0,265s",PASSED
closeBrowser(),Chrome 148.0.7778.179,,,08-06-2026 21:28:30,08-06-2026 21:28:30,"0,328s",PASSED
